FAA Manufacturer,FAA Model,Remap,Type
,,,M18T
,,,PA34
,,,PA34
,,,M21
,,,M24
"Pzl-mielec,Polskie Zaklady Lotnicze Spzoo,P Z L -warszawa-cnpsl,P Z L -warszawa-okecie",M2601,M26,M26
,,,M26
"Pzl-mielec,Polskie Zaklady Lotnicze Spzoo,P Z L -warszawa-cnpsl,P Z L -warszawa-okecie",PZL M28 05,AN28,AN28
,,,I22
,,,I22
,,,PA34
,,,MG15
,,,MG15
,,,TS8
,,,TS11
,,,M18T
,,,M28
,,,M28
,,,AN28
,,,M28
,,,M28
,,,M28
"Pzl-mielec,Polskie Zaklady Lotnicze Spzoo,P Z L -warszawa-cnpsl,P Z L -warszawa-okecie",PZL-104 WILGA 35A,PZ4M,PZ4M
,,,PZ05
,,,PZ06
,,,PZ06
,,,PZ06
,,,PZ6T
,,,PZ6T
,,,PZ06
,,,PZ06
,,,PZ06
,,,PZ6T
,,,PZ6T
,,,RALL
Koliber,PZL-150A,RALL,RALL
,,,RALL
,,,RALL
,,,RALL
,,,PZ12
,,,PZ12
,,,PZ26
,,,PZ3T
,,,PZ6T
,,,PZ6T
,,,PZ04
,,,PZ04
,,,PZ4M
,,,YK12
,,,PO2
,,,PZ05
,,,PZ01
,,,PZ12
,,,RALL
,,,RALL
,,,RALL
,,,PZ12
,,,RALL
,,,PZ02
,,,PZ06
,,,PZ26
,,,PZ3T
,,,PZ01
,,,PZ02
,,,PZ04
,,,PZ04
,,,W3
,,,MI2
,,,W3
,,,W3
,,,W3
,,,I23
,,,MI2
,,,MI2
,,,PSW4
,,,I23
Pzl-swidnik,MI2,MI2,MI2
,,,MI2
,,,MI2
,,,MI2
,,,W3
,,,W3
,,,W3
,,,W3
,,,PSW4
,,,W3
,,,W3
,,,W3
,,,W3
,,,W3
,,,W3
,,,W3
,,,PSW4
,,,PSW4
,,,PSW4
,,,PSW4
Qingdao,BRB2,BRB2,BRB2
,,,L11E
,,,QUAS
,,,QR01
*,"KODIAK 100,KODIAK,KODI",KODI,KODI
,,,VTUR
,,,SPIR
"Quest Aircraft Company Llc,Quest Aircraft Co Inc",VENTURE,VTUR,VTUR
,,,QUIC
*,QUICKIE ACFT (Q-2),QIC2,QIC2
*,"Q200,TRI QUICKIE 200",QIC2,QIC2
,,,GOOS
,,,BEAR
*,BEARHAWK PATROL,BPAT,BPAT
,,,BEAR
Raca,"H500,560XL",H500,H500
,,,WDEX
,,,SE5A
,,,SE5A
,,,RW19
,,,RW20
,,,RW22
,,,RW26
,,,RW26
,,,RW19
,,,RW20
,,,RW22
,,,CTAH
,,,CTAH
Rainbow Sky Reach (pty) Ltd,BUSHCAT,BUSH,BUSH
,,,XA85
,,,XA85
,,,XA85
,,,XAIR
,,,XAIR
,,,XAIR
,,,XA85
,,,KR1
Loftin Thomas J,LOFTIN KR-2,KR2,KR2
,,,RS12
,,,CRER
"Rans,Rans Inc,Rans Designs,Rans Designs Inc,Folkenbergdonald","S-6S COYOTE II,S-4/5 COYOTE,S-5,S-5 COYETE 1,COYOTE II,COYOTE,COYOTE II,RANS S-41 COYOTE,S-4,S-4 COYOTE I,S6 COYOTE,COY2,S-6 COYOTE II,COYOTE S-4",COY2,COY2
,,,PURS
"Rans,Rans Inc,Rans Designs,Rans Designs Inc,Rans Employee Flying Club","S-6,RANS S-6S,RANS S-6S COYOTE II,RANS S-6ES COYOTE II,S6,S-6ES,S-6ES XL,S6-S,S-6S,S-6S XL,RANS S-6ES,RANS S-6ES COYOTE II,COYOTE S6,RANS S6ES,RANS S6S,S-6ELS,S6ES,S-6ES,S-6ES COYOTE II,S6ES-COYOTE II,S-6LS,S6S,S6-S COYOTE II",COY2,COY2
"Rans,Rans Inc,Rans Designs,Rans Designs Inc,Rans Employee Flg Club","S-7 COURIER,S-7S,RANS S-7,S-7LS,S7-S,RANS S7S,RANS S-7LS,RANS S-7CK,RANS S-7 COURIER,S-7,COURIER S-7,RANS S-7S,RANS S7 COURIER,S-7S COURIER",CRER,CRER
"Rans,Rans Inc,Rans Designs,Rans Designs Inc,Schlitter Randy","S-10 SAKOTA,RANS S-10",SAKO,SAKO
"Rans,Rans Inc,Rans Designs,Rans Designs Inc",S-11,PURS,PURS
"Rans,Rans Inc,Rans Designs,Rans Designs Inc,Chaffee George A","S-12,S-12S,S12,RANS S-12,S12,RANS S12XL",RS12,RS12
"Rans,Rans Inc,Rans Designs,Rans Designs Inc,Rans Employee Flg Club,Chaffee George A","S-12XL,S-12 XL AIRAILE,S-12 AIRAILE,RANS S12XL,RANS S12XL,S-12 AIRAILE,S-XL12,S12XL",RS12,RS12
"Rans,Rans Inc,Rans Designs,Rans Designs Inc",S-16,SHEK,SHEK
,,,SAKO
,,,SHEK
,,,RS12
"Rans,Rans Inc,Rans Designs,Rans Designs Inc","S-19LS,S-19,RANS S-19,VTRA",VTRA,VTRA
,,,VTRA
"Rans,Rans Inc,Rans Designs,Rans Designs Inc","S-20 RAVEN,S-21LS OUTBOUND,S-20,S-21 OUTBOUND,S-20LS RAVEN",RS18,RS20
"Rans,Rans Inc,Rans Designs,Rans Designs Inc",S-20LS,RS18,RS20
,,,RAV3
,,,RAV5
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","33 Bonanza,33,BE33",BE33,BE33
,,,B36T
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","58,BE58,G58",BE58,BE58
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",C90A,BE9L,BE9L
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","BE20,B200,A200CT,B200C",BE20,BE20
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","B300,B350",B350,B350
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","390,BE30",BE30,BE30
,,,PRM1
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",B190,B190,B190
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",STAR,STAR,STAR
,,,TEX2
,,,TEX2
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",HA4T,HA4T,HA4T
,,,HA4T
,,,BE58
,,,BE33
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","BT36,B36TC",B36T,B36T
,,,BE20
,,,TEX2
,,,TEX2
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","HAWKER 800XP,HAWKER 800",H25B,H25B
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",HAWKER 850XP,H25B,H25B
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","HAWKER 1000,H25C",H25C,H25C
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",A36,BE36,BE36
,,,HA4T
,,,HA4T
,,,BE40
,,,BE9L
,,,B350
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",PRM1,PRM1,PRM1
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",GLEX,GLEX,GLEX
,,,STAR
,,,B350
,,,BE20
,,,BE30
,,,BE40
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",TEX2,TEX2,TEX2
,,,TEX2
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc",H25B,H25B,H25B
,,,BE36
,,,BE36
,,,BE36
,,,BE36
,,,BT36
,,,BT36
"Raytheon,Raytheon Aircraft Company,Raytheon Corporate Jets Inc","400A,BE40",BE40,BE40
,,,BE40
,,,BE40
,,,BE40
,,,BE40
,,,BE40
,,,BE40
,,,BE4W
,,,BE4W
,,,BE4W
,,,BE4W
,,,BE4W
,,,BE36
,,,ESCP
,,,SKYR
,,,SKYR
,,,SPST
,,,SPST
,,,SPST
,,,SKYR
,,,SPST
,,,KERO
,,,KERO
,,,SPDR
,,,SPDR
,,,CLDS
,,,CLDS
,,,CLDS
,,,CLDS
,,,SKYR
,,,PONY
,,,RDH2
,,,DR1
,,,NPOR
*,NIEUPORT 24BI,NPOR,NPOR
,,,LBUG
,,,WHIL
,,,WHIL
,,,C150
,,,C152
,,,F406
,,,C77R
,,,C150
,,,C150
,,,C150
,,,C152
"Reims,Reims Aviation S A",CESSNA FR172E,C172,C172
,,,C172
,,,C77R
,,,C182
,,,C207
,,,C337
"Reims,Reims Aviation S A",F406,F406,F406
,,,F406
,,,C150
,,,C152
,,,C172
,,,P337
,,,C172
,,,C172
,,,C82R
,,,C150
,,,C337
,,,C337
,,,P337
,,,C337
,,,C172
,,,C337
,,,C172
,,,C172
,,,C182
,,,C82R
,,,C337
,,,C337
,,,F406
,,,Q01
,,,XA42
"Remos Aircraft Gmbh,Remos Acft Gmbh Flugzeugbau",REMOS GX,GX,GX
"Remos Aircraft Gmbh,Remos Acft Gmbh Flugzeugbau",G-3/600,G3,G3
,,,G3
,,,BKUT
,,,L8
,,,CP30
,,,D11
,,,CP30
,,,SE5R
,,,ALO2
,,,P47
,,,P47
Republic,RC-3,RC3,RC3
,,,ALO2
,,,RC3
,,,P47
Revolution Helicopter Corp,MINI-500,V500,V500
,,,FANL
,,,FANT
,,,FANL
,,,RW3
,,,RW3
,,,RW3
,,,RW3
,,,SIR2
,,,RW3
,,,RW3
,,,RODS
,,,R109
,,,RODS
,,,R109
,,,TNAV
,,,C310
Riley,DOVE,DOVE,DOVE
,,,DOVE
,,,HERN
,,,C310
Riley,C340,C340,C340
Riley,P210,P210,P210
Riley,C414,C414,C414
Riley,C310,C310,C310
,,,C340
,,,P210
,,,C21T
,,,C21T
,,,C310
,,,C310
,,,TNAV
,,,F13
,,,RLU1
,,,RLU1
,,,DR30
,,,DR40
,,,HR20
,,,R100
,,,R200
,,,R200
,,,ATL
,,,DR40
,,,DR30
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR30
,,,DR30
,,,DR30
,,,DR30
,,,DR30
,,,DR30
Robin,DR40,DR40,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,HR10
,,,HR10
,,,HR10
,,,HR10
,,,HR20
,,,HR20
,,,DR40
,,,DR30
,,,DR40
,,,DR30
,,,DR40
,,,DR40
,,,HR10
,,,DR30
,,,HR20
,,,R300
,,,R100
,,,R200
,,,R200
Avions Pierre Robin,PIERRE ROBIN R2160,R200,R200
,,,R200
,,,R300
,,,R300
,,,R300
,,,R300
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,DR40
,,,HR10
,,,HR10
,,,R200
,,,HR10
,,,X4
,,,DR40
,,,DR40
,,,R44
,,,R22
,,,R44
,,,R22
"Robinson Helicopter,Robinson Helicopter Company,Robinson Helicopter Co,Robinson",R22,R22,R22
"Robinson Helicopter,Robinson Helicopter Company,Robinson Helicopter Co,Robinson",R22 BETA,R22,R22
,,,R22
,,,R44
,,,R44
"Robinson Helicopter,Robinson Helicopter Company,Robinson Helicopter Co,Robinson","R44 II,R44",R44,R44
,,,R44
"Robinson Helicopter,Robinson Helicopter Company,Robinson Helicopter Co,Robinson",R66,R66,R66
,,,KRAH
,,,R185
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.","112A,AC11",AC11,AC11
,,,AC11
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",114A,AC11,AC11
,,,AC11
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",AC50,AC50,AC50
,,,AC6L
,,,AC90
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.","695,AC90",AC90,AC90
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",AC95,AC95,AC95
,,,AC95
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",700,RC70,RC70
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",710,RC70,RC70
,,,C130
,,,AC11
,,,B1
,,,V10
,,,T2
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",112C,AC11,AC11
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",114,AC11,AC11
,,,AC6L
,,,RC70
,,,RC70
,,,AC11
,,,AC90
,,,AC95
,,,AC95
,,,B1
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",SBR1,SBR1,SBR1
,,,SBR1
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",NA-265,SBR1,SBR1
,,,SBR2
,,,SBR2
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",OV-10D,V10,V10
,,,SS2P
,,,SBR1
,,,SBR1
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",NA-265-65,SBR1,SBR1
,,,SBR2
,,,SBR2
,,,AC50
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",C130,C130,C130
,,,T2
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.",S-2R,SS2P,SS2P
"Rockwell,Rockwell International,Rockwell International Corp,Rockwell International Corp.","690A,690B,690C",AC90,AC90
,,,UH12
,,,FH11
,,,FH11
,,,FH11
,,,FH11
,,,UH12
,,,NG4
,,,NG4
,,,NG4
,,,CH60
,,,CH60
,,,CH60
,,,CH70
,,,CH70
,,,CH70
,,,CH70
"Rolladen-schneider Gmbh,Rolladen-schneider","LS-3,LS-6B,LS 4A,LS-6,LS-4",LS8,LS8
,,,LS9
,,,BETA
,,,D6CR
,,,D31
,,,D6CR
,,,D31
Romaero,BN2P,BN2P,BN2P
,,,BN2T
,,,BN2T
,,,BN2T
ROMAERO,BN2P,BN2P,BN2P
,,,BN2T
*,RAF 2000 GTX SE,RAF2,RAF2
,,,PANT
,,,PANT
,,,PANT
,,,HSMT
"Rotorsport Uk Ltd,Rotorsport",MT,MT,MT
"Rotorsport Uk Ltd,Rotorsport",MTOSPORT 2017,MT,MT
,,,CDUS
"Rotorsport Uk Ltd,Rotorsport",ROTORSPORT UK CAVALO,CLON,CLON
,,,CLD2
,,,A600
,,,EGL3
*,"ROTORWAY EXEC-90,EXEC,EXEC 162F",EXEC,EXEC
,,,EXEJ
,,,SCOR
,,,CP30
,,,CP30
,,,CP30
,,,CP30
,,,RTA4
,,,FANT
,,,RTA4
,,,AS32
,,,AS32
,,,D228
Ruag,J328,J328,J328
,,,R11
,,,R90R
,,,R90F
,,,R90R
,,,R90T
,,,SAVG
*,"RUTAN VARIEZE,VARI-EZE,RUTAN VARI-EZE,VARI EZE,VARI EZE RAF",VEZE,VEZE
*,"RUTAN DEFIANT,DEFIANT,DEFIANT (KELLER)",DEFI,DEFI
*,LGEZ,LGEZ,LGEZ
,,,SOLI
,,,ARES
,,,BOOM
,,,PRTS
,,,WHKN
,,,ARES
,,,BOOM
*,"COZY,COZY MARK 4,COZY MKIV,COZY MK IV,MODIFIED COZY MK 4,COZY MARK IV",COZY,COZY
,,,DEFI
*,"LONG-EZ,LONGEZE,ION EZE,LONG EZ,LONG EZE,LONG-EZ INVICTUS,LONG-EZE,LONG-EZE SP,JEWETT LONG EZ",LGEZ,LGEZ
,,,PRTS
,,,SOLI
*,"VARI-EZ,VARIEZE",VEZE,VEZE
,,,VVIG
,,,WHKN
,,,VVIG
,,,VVIG
,,,SS2
,,,SS2
,,,WHK2
,,,WHK2
,,,BPOD
,,,BPOD
,,,NAVI
"Ryan,Ryan Aeronautical","NAVION,NAVION A",NAVI,NAVI
,,,RYST
,,,PT22
,,,PT22
,,,PT22
,,,RYST
,,,RYST
,,,RYST
,,,NAVI
,,,NAVI
,,,RYST
,,,SWIN
,,,SB29
,,,SB32
,,,SB35
,,,SB37
,,,SB39
,,,SB91
,,,SB05
"Saab Aircraft Ab,Saab-scania,Saab,Saab-fairchild,Saab-scania Ab","SAAB 340B,340B,SF340A",SF34,SF34
"Saab Aircraft Ab,Saab-scania,Saab,Saab-fairchild,Saab-scania Ab","SAAB 2000,2000,SB20",SB20,SB20
,,,SB37
,,,SB37
,,,SF34
,,,SB35
,,,SB35
,,,SB39
,,,SB29
,,,SB32
,,,SB35
,,,SB37
,,,SB39
,,,SB32
,,,MF17
,,,MF17
,,,SF34
,,,SB35
,,,SF34
,,,MF17
,,,SB91
,,,SB37
,,,SB37
,,,SB35
,,,SB37
,,,SB91
,,,SB05
,,,MF17
,,,MF17
,,,SB35
"Saab Aircraft Ab,Saab-scania,Saab,Saab-fairchild,Saab-scania Ab",SF34,SF34,SF34
,,,SB37
,,,SF34
Saasa,M4,M4,M4
,,,M4
,,,A109
AJET,AJET,AJET,AJET
,,,F16
,,,F16
,,,A22
,,,A22
,,,SAVA
,,,PA18
,,,ZA6
,,,UT75
,,,S15U
,,,S15U
,,,KZ2
,,,KZ2
,,,KZ2
,,,KZ3
,,,KZ4
,,,KZ7
,,,KZ8
,,,KZ7
,,,KZ2
,,,G97
,,,G97
,,,RAZM
,,,SHOP
,,,SAM
,,,F16
,,,F16
,,,D140
,,,DR10
,,,D11
,,,D11
,,,D140
,,,D140
,,,D150
,,,DR10
,,,DR10
,,,DR10
,,,DR10
,,,DR10
,,,DR10
,,,DR10
,,,D150
,,,D140
Sands,DR1,DR1,DR1
,,,FU24
,,,A3ST
,,,A3ST
,,,A3ST
,,,A3ST
,,,J3
,,,J3
,,,R2
,,,R2
,,,PAGO
,,,J300
,,,J300
,,,PAGO
,,,SP6E
Scaled Composites Llc,,,ARES
Scaled Composites Llc,,,PRTS
Scaled Composites Llc,,,GFLY
Scaled Composites Llc,,,WHKN
Scaled Composites Llc,,,ARES
Scaled Composites Llc,,,GFLY
Scaled Composites Llc,,,PRTS
Scaled Composites Llc,,,TAA1
Scaled Composites Llc,,,WHKN
Scaled Composites Llc,,,WHK2
Scaled Composites Llc,,,WHK2
Scaled Composites Llc,,,BPOD
Scaled Composites Llc,,,BPOD
Scaled Composites Llc,,,SS2
Scaled Composites Llc,,,SS2
Scaled Composites Llc,,,SLCH
Scaled Composites Llc,,,SLCH
Scaled Composites Llc,,,S355
Scaled Composites Llc,,,S355
Grumman,SCAN TYPE 30,G44,G44
,,,CP30
,,,CP30
,,,DHC6
,,,C02T
,,,C14T
,,,DHC6
,,,PAT4
Schafer,,PAY2,PAY2
Schafer,DC3T,DC3T,DC3T
,,,SF25
,,,SF24
,,,SF25
,,,SF23
,,,SF24
,,,SF25
,,,SF25
,,,SF25
,,,SF25
,,,SF27
,,,SF28
,,,SF32
,,,SF35
,,,SF36
,,,SF23
,,,SF25
,,,SF25
,,,SF28
,,,SF25
,,,SF25
"Schempp-hirth,Schempp-hirth Flugzeugbau Gmbh,Schempp-hirth Flugzeugbau,Schempp Hirth Flugzeugbau Gmbh","DISCUS-2B,DISCUS CS",DISC,DISC
,,,DISC
"Schempp-hirth,Schempp-hirth Flugzeugbau Gmbh,Schempp-hirth Flugzeugbau,Schempp Hirth Flugzeugbau Gmbh","VENTUS-2C,VENTUS BT,VENTUS 3F",VENT,VENT
,,,VENT
,,,NIMB
,,,NIMB
,,,ARCP
"Schempp-hirth,Schempp-hirth Flugzeugbau Gmbh,Schempp-hirth Flugzeugbau,Schempp Hirth Flugzeugbau Gmbh",ARCUS M,ARCP,ARCP
,,,ARCE
"Schempp-hirth,Schempp-hirth Flugzeugbau Gmbh,Schempp-hirth Flugzeugbau,Schempp Hirth Flugzeugbau Gmbh","DUO DISCUS T,DUO DISCUS,DUOD",DUOD,DUOD
,,,DUOD
,,,DISC
,,,DISC
,,,JANU
,,,JANU
,,,JANU
"Schempp-hirth,Schempp-hirth Flugzeugbau Gmbh,Schempp-hirth Flugzeugbau,Schempp Hirth Flugzeugbau Gmbh,Hph Ltd,Hph Spol Sro","K. G NIMBUS II,GLASFLUGEL 304CZ,GLASFLUGEL 304 MS,GLASFLUGEL 304CZ-17,304CZ",NIMB,NIMB
,,,NIMB
,,,NIMB
,,,NIMB
,,,NIMB
,,,NIMB
,,,NIMB
,,,NIMB
"Schempp-hirth,Schempp-hirth Flugzeugbau Gmbh,Schempp-hirth Flugzeugbau,Schempp Hirth Flugzeugbau Gmbh","VENTUS B/16.6,VENTUS 3M",VENT,VENT
,,,VENT
,,,VENT
,,,VENT
,,,VENT
,,,DUOD
,,,AS25
,,,AS25
,,,AS25
,,,AS25
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co",ASH 26 E,AS26,AS26
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co",ASK 14,AS14,AS14
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co",ASK 16,AS16,AS16
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co","ASK 21,ASK-21,AS21",AS21,AS21
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co,Centrair","ASW-20,ASW-19,KA2,101A,AS20,ASW-19B",AS20,AS20
,,,AS22
,,,AS22
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co",AW-22,AS22,AS22
,,,AS24
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co",ASW-24,AS24,AS24
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co",ASW-28,AS28,AS28
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co","ASW 27-18,ASW-27-18,ASW-27B,ASW27-18,SGS 1-34,ASW-27",AS29,AS29
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co",AS29,AS29,AS29
,,,AS30
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co",ASH 31 MI,AS31,AS31
,,,A20J
,,,S32M
"Alexander Schleicher Gmbh & Co,Schleicher,Schleicher Alexander Gmbh & Co","ASG 32 MI,SGS 1-34",AS31,S32E
,,,SA38
,,,SA8T
,,,SA8T
,,,SA8T
Sikorsky,H269,H269,H269
,,,H269
,,,H269
Schweizer,"269C,269C-1",H269,H269
Sikorsky Aircraft Corp,269D,,H269
S330,269D,S330,S330
,,,S330
,,,H269
,,,H269
,,,S330
,,,S330
,,,G164
,,,G64T
,,,SA37
,,,G164
,,,G64T
,,,G164
,,,G64T
,,,H269
,,,H269
,,,SA37
,,,SA38
Schweizer,"SGS 2-32,SGS 1-36,SGS 1-26E,SGS 1-34,SGS 1-26A",SG37,SG37
,,,H269
,,,G164
,,,TEAL
,,,SG37
,,,H269
,,,H269
,,,TEAL
,,,G64T
,,,SA37
,,,SA38
,,,CP13
,,,CP13
,,,CP13
,,,CP30
,,,RUBI
,,,RUBI
,,,CP13
,,,CP30
,,,CP30
Scottish Aviation,SERIES 100 MDL 101,BDOG,BDOG
,,,BDOG
,,,JS20
,,,JS20
,,,BDOG
,,,BDOG
,,,TPIN
,,,SCW1
,,,SB7
,,,SB7
,,,JAB4
,,,SHEA
,,,SEST
Sna Inc,SEAWIND 3000,SEAW,SEAW
,,,SEAT
Seguin,PA23,PA23,PA23
Seguin,PA34,PA34,PA34
,,,FLCO
,,,FLCO
,,,JAGR
,,,JAGR
"Sequoia Aircraft Corp,Sequoia","F.8L FALCO,F8L",F8L,F8L
,,,F8L
,,,G164
Serv-aero,G164,G164,G164
,,,SS2P
,,,SS2T
,,,SS2P
,,,SS2T
,,,SERA
,,,AS32
,,,AS32
,,,F18H
,,,F18H
,,,SGRA
,,,SSTM
,,,STRM
,,,S400
,,,S202
,,,S400
,,,YAST
"SHAANXI,Shaanxi",AN12,AN12,AN12
,,,BU81
,,,BU81
,,,MD82
Shanghai,MD83,MD83,MD83
,,,MD90
,,,H269
,,,H269
,,,S330
,,,SHRK
,,,SASH
,,,J8B
,,,MG17
,,,MG19
,,,MG17
,,,MG17
,,,MG19
,,,SU27
,,,MG17
,,,MG19
,,,MG19
,,,J8A
,,,J8A
,,,J8A
,,,J8B
,,,J8B
,,,J8B
,,,J8B
,,,J8B
,,,J8B
,,,C162
,,,C162
,,,HU1
,,,HU2
,,,HU2
,,,HU1
,,,SHER
,,,SHER
,,,SHRT
,,,TB20
,,,TB20
,,,TB20
,,,TB20
,,,AN2
,,,US1
,,,US1
,,,US1
,,,US1
,,,US2
,,,MOR2
,,,SH33
,,,SH36
,,,BELF
"Short Bros,Short Bros. & Harland,Short Brothers Plc",C-23B SHERPA,SH33,SH33
,,,CNBR
,,,SAND
"Short Bros,Short Bros. & Harland,Short Brothers Plc",S312 TUCANO T MK1,TUCA,TUCA
,,,SAND
,,,BELF
"Short Bros,Short Bros. & Harland,Short Brothers Plc","SC-7 SER 3 VAR 200,SC7 SERIES 3",SC7,SC7
,,,SC7
"Short Bros,Short Bros. & Harland,Short Brothers Plc",SD3-60 SHERPA,SH33,SH33
,,,SH36
,,,SH33
,,,SC7
,,,SC7
,,,TUCA
,,,YUNO
"Siai-marchetti,Siai-marchetti Srl,Siai Marchetti,Agusta Spa","SF260,F.260D",F26T,F26T
,,,M345
,,,F600
,,,FN33
,,,FN33
,,,S05F
,,,S05R
,,,S05F
,,,S05R
"Siai-marchetti,Siai-marchetti Srl,Siai Marchetti",S.205/22R,S05R,S05R
,,,S208
"Siai-marchetti,Siai-marchetti Srl,Siai Marchetti","S211,S 211,S-211",S211,S211
,,,F260
,,,F260
,,,F260
,,,F260
,,,F260
,,,F260
,,,F260
,,,F260
,,,F260
,,,F600
,,,SM19
,,,F260
,,,S223
,,,S223
Sichuan Lantian,*,,MI8
,,,MI8
"Sikorsky,Sikorsky Aircraft Corp",S-300,H269,H269
"Sikorsky,Sikorsky Aircraft Corp",S-333,S330,S330
"Sikorsky,Sikorsky Aircraft Corp",S-434,S434,S434
,,,S97
,,,S97
,,,H60
,,,H53S
,,,H53S
,,,H60
,,,H53S
"Sikorsky,Sikorsky Aircraft Corp",MH-53H,H53,H53
"Sikorsky,Sikorsky Aircraft Corp",MH-53J,H53,H53
"Sikorsky,Sikorsky Aircraft Corp",HH-60L,H60,H60
,,,H60
,,,H60
,,,H60
,,,S61
,,,H60
,,,H60
,,,S61R
,,,R4
"Sikorsky,Sikorsky Aircraft Corp",R-5,S51,S51
,,,H60
,,,H53
,,,S38
"Sikorsky,Sikorsky Aircraft Corp","S39,S-39-C",S39,S39
"Sikorsky,Sikorsky Aircraft Corp",S-51,S51,S51
"Sikorsky,Sikorsky Aircraft Corp","S-52,S-52-3",S52,S52
"Sikorsky,Sikorsky Aircraft Corp,Sikorsky/orlando,Sikorsky/vertical",S-55,S55P,S55P
"Sikorsky,Sikorsky Aircraft Corp","S-55A,S55B,S-55B",S55P,S55P
"Sikorsky,Sikorsky Aircraft Corp",S-55C,S55P,S55P
"Sikorsky,Sikorsky Aircraft Corp",S-55T,S55T,S55T
"Sikorsky,Sikorsky Aircraft Corp","S-58,S-58JT",S58P,S58P
"Sikorsky,Sikorsky Aircraft Corp","S-58B,S-58BT,S58E,S-58H,S-58HT,S-58J",S58P,S58P
"Sikorsky,Sikorsky Aircraft Corp","CH-148,S92",S92,S92
,,,S92
,,,S92
,,,S92
,,,X2
,,,X49
,,,X49
,,,H60
"Sikorsky,Sikorsky Aircraft Corp",S76,S76,S76
,,,H60
"Sikorsky,Sikorsky Aircraft Corp","CH3,CH3E",S61R,S61R
"Sikorsky,Sikorsky Aircraft Corp","CH-19,CH-19E",S55P,S55P
"Sikorsky,Sikorsky Aircraft Corp",CH34C,S58P,S58P
,,,H53
,,,H53
"Sikorsky,Sikorsky Aircraft Corp",CH-53C,H53,H53
,,,H53
"Sikorsky,Sikorsky Aircraft Corp",CH-53E,H53S,H53S
"Sikorsky,Sikorsky Aircraft Corp",CH-53G,H53,H53
*,"CH-54B,CH-54A",S64,S64
