FAA Manufacturer,FAA Model,Remap,Type
"Arion Aircraft Llc,Arion",LIGHTNING,ALIG,ALIG
,,,ALIG
,,,METR
,,,SHAW
,,,AVTR
,,,BUCA
,,,SAB2
,,,ZEP2
,,,ZEP2
,,,ARWF
,,,ARWF
,,,YARR
,,,ARV1
,,,ARV1
,,,BEVR
,,,CHIN
,,,ARV1
,,,ARV1
,,,ASO4
,,,L181
,,,H60
,,,H60
,,,F18H
,,,F18H
,,,F18H
,,,PAT2
,,,ZEPH
,,,FAET
,,,FAET
,,,ZEPH
,,,ATG1
,,,ATG1
,,,LA60
,,,AM3
,,,PC7
,,,AM3
,,,MIRA
,,,RVAL
,,,M326
,,,LA60
,,,M326
,,,AS32
,,,PC7
,,,RVAL
,,,AS32
"Atr-gie Avions De Trnsp Region,Atr,Aerospatiale,Aerospatiale/aeritalia,Aerospatiale/alenia","ATR 42-300,AT43",AT43,AT43
"Atr-gie Avions De Trnsp Region,Atr,Aerospatiale,Aerospatiale/aeritalia,Aerospatiale/alenia",ATR 42-320,AT43,AT43
,,,AT44
,,,AT44
"Atr-gie Avions De Trnsp Region,Atr,Aerospatiale,Aerospatiale/aeritalia,Aerospatiale/alenia",ATR42-500,AT45,AT45
,,,AT45
,,,AT44
,,,AT45
,,,AT46
"Atr-gie Avions De Transport,Atr-gie Avions De Trnsp Region,Atr,Aerospatiale,Aerospatiale/aeritalia,Aerospatiale/alenia","AT72,ATR-72-201",AT72,AT72
,,,AT72
,,,AT73
"Atr-gie Avions De Transport,Atr-gie Avions De Trnsp Region,Atr,Aerospatiale,Aerospatiale/aeritalia,Aerospatiale/alenia",AT75,AT75,AT75
"Atr-gie Avions De Transport,Atr-gie Avions De Trnsp Region,Atr,Aerospatiale,Aerospatiale/aeritalia,Aerospatiale/alenia",AT76,AT76,AT76
,,,AT76
"Atr-gie Avions De Transport,Atr-gie Avions De Trnsp Region,Atr,Aerospatiale,Aerospatiale/aeritalia,Aerospatiale/alenia","ATR 72-212,ATR-72-212",AT73,AT73
,,,AT75
,,,AUS6
,,,ADVE
,,,J1
,,,AIGT
,,,J1
,,,ALPI
,,,AUJ4
,,,AUJ2
,,,AUS5
,,,AUS5
,,,AUS6
,,,AUS9
,,,AUS7
,,,ACAR
,,,J1
,,,AUS9
,,,D4
,,,D5
,,,D6
,,,AUS5
,,,J1
,,,J1
,,,J1
,,,J1
,,,J1
,,,AUJ2
,,,AUJ4
,,,ADVE
,,,ACAR
,,,ACAR
,,,AIGT
,,,ACAR
,,,ACAR
,,,AIGT
,,,AIGT
,,,ACAR
,,,ALPI
,,,ALPI
,,,ACAR
,,,ACAR
,,,AUS6
,,,J1
,,,AUS7
,,,J1
,,,DRIF
,,,TIGR
,,,TIGR
,,,NH90
,,,UBAT
Autogyro Gmbh,,,MT
Autogyro Gmbh,MTO SPORT,MT,MT
*,"CALIDUS,AR-1",CDUS,CDUS
Autogyro Gmbh,CAVALON,CLON,CLON
,,,A27
,,,A29
,,,A31
,,,A35
,,,A35
,,,A31
,,,J328
,,,VL3
,,,VL3
,,,VL3
,,,VL3
,,,VL3
,,,FL3
,,,FL3
,,,IL14
,,,ACRD
,,,LAKX
,,,BL19
,,,BL19
,,,A16
,,,YNHL
,,,YNHL
,,,VG3T
,,,F8L
,,,NIBB
,,,F8L
,,,NIBB
,,,P19
,,,P19
,,,AC5M
,,,M110
"Aviat Aircraft Inc,Aviat Inc","A-1A,A-1B,A-1C-200,A-1C-180,A-1,A-1C",HUSK,HUSK
,,,HUSK
"Aviat Aircraft Inc,Aviat Inc",,,EAGL
*,HUSK,HUSK,HUSK
,,,HUSK
"Aviat Aircraft Inc,Aviat Inc",PITTS-S-1C,PTS1,PTS1
"Aviat Aircraft Inc,Aviat Inc","PITTS-S-2C,PITTS S-2B,PITTS S-2C,S-2C,S-2B",PTS2,PTS2
,,,PTSS
,,,M110
,,,PTSS
,,,C185
,,,A251
,,,A900
,,,A890
,,,A900
,,,A910
,,,A910
,,,ALBU
,,,MGNM
,,,JAJ5
,,,JAJ5
,,,ARV1
,,,ARV1
,,,CARV
,,,CARV
,,,MERK
,,,AS50
,,,AC31
,,,AC33
,,,AVAM
,,,AVID
*,AVID AIRCRAFT,AVID,AVID
,,,AVAM
Avid Aircraft,AVID MAGNUM,,MAGN
,,,IR99
,,,IR99
,,,IR99
,,,IR99
,,,F1FV
,,,F1FV
,,,C150
,,,C152
,,,C172
,,,C72R
,,,C77R
,,,C182
,,,C185
,,,C188
,,,C206
,,,C210
,,,C310
,,,C337
,,,C340
,,,C402
,,,C414
,,,C188
,,,C188
,,,P210
,,,C188
,,,C82R
,,,C303
,,,BN2P
,,,BN2P
,,,BN2P
,,,TRIS
,,,BN2P
,,,BN2P
,,,BN2P
,,,BN2P
,,,NIPR
,,,NIPR
,,,TIPB
,,,TIPB
,,,TIPB
,,,TIJU
,,,TIPB
,,,TRIS
,,,SL90
,,,SL90
,,,ES11
,,,ES11
,,,ES11
,,,ES11
"Avipro,Avipro Aircraft Ltd","PATROL,BEARHAWK",BEAR,BEAR
,,,BEAR
,,,A504
,,,A504
,,,AVIN
,,,AVIN
,,,TUTR
,,,ANSN
,,,LANC
,,,SHAC
,,,A748
,,,ANSN
,,,AVIN
,,,RJ70
,,,RJ85
,,,RJ1H
,,,A748
,,,LANC
,,,RJ70
,,,RJ85
,,,RJ1H
,,,SHAC
,,,TUTR
,,,AVK4
Ayres Corporation,"S2R-G10,S-2R",SS2P,SS2P
,,,SS2P
Ayres Corporation,S2R-G6,SS2T,SS2T
,,,SS2T
,,,SS2T
Ayres Corporation,S2R-R3S,SS2P,SS2P
,,,SS2P
,,,SS2P
,,,SS2T
,,,SS2T
Ayres Corporation,S2R-T34,SS2T,SS2T
,,,SS2T
,,,SS2T
,,,SS2T
,,,A660
,,,SS2P
,,,SS2T
,,,A660
,,,SS2T
,,,SS2T
,,,FK12
,,,FK9
,,,FK12
,,,FK14
,,,FK14
,,,BA11
,,,JPRO
,,,CNBR
British Aircraft Corporation,P84 JET PROVST MK.5A,JPRO,JPRO
,,,LTNG
,,,BA11
,,,TOR
,,,STRK
,,,STRK
,,,YK52
*,"BACKCOUNTRY SUPERCUB,SUPERCUB",PA18,PA18
,,,PA12
*,SQ2,MSQ2,MSQ2
,,,PA18
,,,PA12
,,,RJ70
"British Aerospace,Bae Systems ",RJ85,RJ85,RJ85
,,,RJ1H
,,,HAWK
,,,EUFI
,,,HAWK
"British Aerospace,Bae Systems",MK 67 (T-59),HAWK,HAWK
,,,HAWK
,,,EUFI
,,,HAWK
,,,DUCE
,,,BR54
,,,J4B2
,,,BAR6
,,,DC3T
,,,DC3T
,,,WH4
,,,BD5
,,,BD5J
,,,BD5T
,,,BD5
,,,BD5J
,,,BD5T
,,,V8SP
,,,V8SP
,,,AUS6
,,,AUS6
,,,AUS6
,,,AIRD
,,,AIRD
,,,PUP
,,,BDOG
,,,BASS
,,,BASS
,,,BDOG
,,,D5
,,,D5
,,,D5
,,,PUP
,,,AUS6
,,,AUS6
,,,AUS6
,,,AUS6
,,,AUS6
,,,AIRD
,,,AIRD
,,,AU11
,,,BASS
,,,D4
,,,D5
,,,D6
,,,AU11
,,,AUS6
,,,AUS6
,,,BD4
,,,BD5
,,,BD5
,,,BD5
,,,BD5J
,,,BD5T
,,,BD10
,,,BD12
,,,BD17
,,,BD5
,,,BD5J
,,,BD5T
,,,BD17
"Beech,Beechcraft Corp","17,D17S,17R,B17E,V17L,B17R,C17B,C17L,C17R,D17A,D17R,E17B,E17L,F17D,G17S,SE17B,B17L",BE17,BE17
"Beech,Beechcraft Corp","18,18A,18D,18S,3 TM,3NC18S,D18S,E18S,E18S-9700,G18S,H-18,H-18S,3N,3NM",BE18,BE18
"Beech,Beechcraft Corp",C18S,B18T,B18T
"Beech,Beechcraft Corp","19,B19,B-19 SPORT",BE19,BE19
"Beech,Beechcraft Corp","19,19A",BE19,BE19
"Beech,Beechcraft Corp","23,A23-24,A23,A23-19,A23A,B23,L-23F,U-8D,BE23",BE23,BE23
"Beech,Beechcraft Corp","23,C23",BE23,BE23
"Beech,Beechcraft Corp","A24R,B24,B24R,C24R,24R,BE24",BE24,BE24
"Beech,Beechcraft Corp",24,BE24,BE24
"Beech,Beechcraft Corp","33,BE3D,G33",BE33,BE33
"Beech,Beechcraft Corp","33,F33A,E33A,E33,C-33A,E33C,F33,F33C",BE33,BE33
"Beech,Beechcraft Corp,Beech/ornellas Ernest Jr","35,C35,J35,35-C33A,K35,N35,S35,35-B33,35-C33,E35,G35,M35,P35,V35,V35A,V35B,H35,35-33,D35,B35,35-A33,A35,BE35,F35,35R,V35A-TC,V35-TC,B35-33",BE35,BE35
"Beech,Beechcraft Corp,Beech/goedkerj L","36,A36TC,B36TC,A36AT,B36T,A36",B36T,B36T
"Beech,Beechcraft Corp,Beech/blackwell D D,Beech/briggs,Beech/clark K E,Beech-curtis,Beech-nogle,Beech-novak,Beech-parks,Beech-sarver","45,A45,TC,D-45,B-45,A-45,C-45,C-45H,C-45G,A-45 (B-45),FUJI B-45 (T-34A),D-45 (T-34B),D-45,A45,BEECH-PARKS D-45",T34P,T34P
"Beech,Beechcraft Corp,Beech/bond","50,H50,D50E,B50,C-50,D50A,D50B,D50C,E50,F50,G50,J50,D-50",BE50,BE50
"Beech,Beechcraft Corp","55,D55,E-55,BE55,B-55",BE55,BE55
"Beech,Beechcraft Corp","56,56TC,A56TC,BE56",BE56,BE56
"Beech,Beechcraft Corp","58,58P,58TC,G58,58PA,58TCA",BE58,BE58
"Beech,Beechcraft Corp","60,A60,B-60,BE60",BE60,BE60
"Beech,Beechcraft Corp","65,65-80,65-A90,65-A90-4,65 (LF-23F),65-88,65-90,65-90T,65-A80,65-A80-8800,65-A90-1 (U-21A),65-B80,A65,A65-8200",BE65,BE65
"Beech,Beechcraft Corp",70,BE70,BE70
"Beech,Beechcraft Corp","76,BE76",BE76,BE76
"Beech,Beechcraft Corp",77,BE77,BE77
"Beech,Beechcraft Corp","80,B-80",BE80,BE80
"Beech,Beechcraft Corp",,,BE80
"Beech,Beechcraft Corp",88,BE88,BE88
"Beech,Beechcraft Corp","90,E-90,F90,65-A90-1",U21,U21
"Beech,Beechcraft Corp",,,U21
"Beech,Beechcraft Corp",,,U21
"Beech,Beechcraft Corp",,,U21
"Beech,Beechcraft Corp",,,BE9L
"Beech,Beechcraft Corp",B90,BE9L,BE9L
"Beech,Beechcraft Corp","90,C90,C90A",BE9L,BE9L
"Beech,Beechcraft Corp",,,BE9L
"Beech,Beechcraft Corp",BE90-E90,,BE9L
"Beech,Beechcraft Corp,Cessna","C90GTI,BE9T",BE9T,BE9T
"Beech,Beechcraft Corp",,,BE9L
"Beech,Beechcraft Corp","95,95-A55,95-B55,95-B55 (T42A),95-C55,E95,D95A,B95,C95,D95,95-55,B95A,BE95",BE95,BE95
"Beech,Beechcraft Corp","BE99,C-99,B99,A99,B-99,99,99A",BE99,BE99
"Beech,Beechcraft Corp","100,B100,BE10,A100",BE10,BE10
"Beech,Beechcraft Corp,Cessna,Beech Acft Corp","200,A200,B200,200T,B200GT,B200C,200C,200B,A200C,A200 (C-12C),A200CT(C-12D),B200T",BE20,BE20
"Beech,Beechcraft Corp,Raytheon Aircraft Company","300,B300,B300C",B350,B350
"Beech,Beechcraft Corp,Cessna","300,300LW",BE30,BE30
"Beech,Beechcraft Corp,Beech Aircraft Corporation","400,400A,BE40,400T",BE40,BE40
"Beech,Beechcraft Corp","1074,QU-22A,QU-22b",U22,U22
"Beech,Beechcraft Corp",1079,U22,U22
"Beech,Beechcraft Corp",1300,BE20,BE20
"Beech,Beechcraft Corp,Raytheon Aircraft Company","1900,1900C,1900D",B190,B190
"Beech,Beechcraft Corp",2000,STAR,STAR
,,,BE99
,,,BE18
"Beech,Beechcraft Corp",AT-11,BE18,BE18
,,,BE55
,,,BE58
,,,BE33
,,,BE35
"Beech,Beechcraft Corp,Raytheon","A36,BE36",BE36,BE36
,,,BE36
,,,B36T
"Beech,Beechcraft Corp","C-12,C-12C",BE20,BE20
,,,BE20
,,,BE20
,,,BE20
,,,BE20
,,,B190
,,,BE20
,,,BE20
,,,BE18
,,,BE55
,,,BE55
,,,BE20
,,,BE33
,,,BE76
,,,BE60
,,,U21
,,,BE18
,,,BE20
,,,BE20
,,,BE40
,,,BE20
,,,BE18
,,,U21
,,,BE18
,,,BE9L
,,,BE10
,,,BE9T
,,,T34P
,,,BE23
,,,BE19
,,,BE24
,,,BE18
,,,BE20
"Beech,Beechcraft Corp",QU-22B,U22,U22
,,,BE65
,,,BE70
,,,BE80
,,,BE88
,,,BE20
"Beech,Beechcraft Corp",RC-45J,BE18,BE18
,,,BE50
,,,U21
,,,BE50
,,,BE65
,,,BE24
,,,BE77
"Beech,Beechcraft Corp","SNB-1,SNB-5",BE18,BE18
,,,BE19
,,,BE17
,,,STAR
,,,BE23
,,,B350
,,,BE20
,,,BE30
,,,BE40
"Beech,Beechcraft Corp,Beech/fuji/king","A45 (T-34A),T-34A,B-45 (T-34A),T34 MENTOR",T34P,T34P
"Beech,Beechcraft Corp","T-34B,D-45 (T34-B),T-34B",T34P,T34P
"Beech,Beechcraft Corp,Beechcraft","T-34C,T-34C-1,T-34C TURBO MENTOR",T34T,T34T
"Beech,Beechcraft Corp","T-42,T42",BE55,BE55
,,,BE9L
Beechcraft,"TC-12B,UC-12B",BE20,BE20
"Beech,Beechcraft Corp","TC-45G,TC-45J",BE18,BE18
,,,BE95
,,,BE17
,,,BE56
,,,T34T
,,,BE50
,,,BE20
,,,BE50
,,,B60T
,,,B60T
,,,BE36
,,,BE50
"Beech,Beechcraft Corp",U-8F,BE65,BE65
,,,BE50
,,,U21
,,,BE10
,,,U21
,,,BE20
,,,BE17
"Beech,Beechcraft Corp",UC-45J,BE18,BE18
,,,U21
,,,BE10
,,,BE9L
,,,BE17
,,,BE80
,,,BT36
,,,BT36
,,,BT36
"Beech,Beechcraft Corp",B58T,B58T,B58T
,,,B58T
,,,B58T
,,,B58T
,,,BE40
,,,BE40
,,,BE40
,,,BE40
,,,BE40
,,,BE40
,,,BE4W
,,,BE4W
,,,BE4W
"Beech,Beechcraft Corp,Raytheon Aircraft Company",G36,BE36,BE36
,,,BS60
,,,BS60
,,,BE58
,,,BE58
,,,BE9L
"Beechcraft Corp,Raytheon Aircraft Company","C90GTI,C90GT",BE9L,BE9L
,,,BE20
,,,BE20
Beechcraft Corp,B300,B350,B350
,,,B350
,,,TEX2
,,,TEX2
,,,TEX2
,,,TEX2
,,,TEX2
,,,TEX2
,,,BE36
"Beechcraft Corp,Cessna",G36,BE36,BE36
,,,GBSP
,,,GBSP
,,,AD20
,,,TVLB
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Westland","47B,47D,47D1,47D1G,47G,47G-2,47G-2A,47G-2A-1,47G-3,47G-3B,47G-3B-1,47G3B2A,47G-4,47G-4A,47G-5,47G-5A",B47G,B47G
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","47-G-3B-2,47G-3B-2",B47G,B47G
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Westland",B47G,B47G,B47G
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Westland",47H-1,B47G,B47G
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Westland","47J,47J-2,47J-2A,47K",B47J,B47J
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","204-B,UH1H,UH-1H",UH1,UH1
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","205A-1,205A,205B",UH1,UH1
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","206A,206A-1",B06,B06
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","206B II,206B-III",B06,B06
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","206B,206L,206L-3,206-L4,206L-1,206L-4,206",B06,B06
,,,B06T
,,,HUCO
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",209,SUCO,SUCO
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",210,UH1,UH1
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","212,B212",B212,B212
,,,B212
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","214,214B,214B-1,214ST",B214,B214
,,,B214
,,,B214
,,,BSTP
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","222U,222,222,222B,B222",B222,B222
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",230,B230,B230
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",301,XV15,XV15
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",406,B06,B06
,,,B06
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","407,B407",B407,B407
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",412EP,B412,B412
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","412,B412",B412,B412
,,,B412
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","427,B427",B427,B427
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","B429,429",B429,B429
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","430,B430",B430,B430
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",449,SUCO,SUCO
,,,HUCO
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",AH-1F,HUCO,HUCO
,,,HUCO
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",AH-1 COBRA,HUCO,HUCO
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",,,SUCO
,,,SUCO
,,,P39
,,,B214
,,,UH1
,,,B06
,,,B06
,,,B412
,,,B06
,,,B06
,,,B06
,,,UH1
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","EH-1X,EH-1H",UH1,UH1
,,,B429
,,,B412
,,,B412
,,,UH1
,,,B412
,,,B407
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","H-13,H-13E,H13G,H-13H,OH-13E,OH-13G",B47J,B47J
Bell Helicopter,HH-1N,UH1,UH1
,,,HUCO
,,,UH1
,,,B214
,,,B06
,,,P63
,,,B06
,,,B06
,,,B06
,,,B47G
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd,Rotorcraft Development Corp,Schotanus Myron","OH-58A+,OH-58C,OH-58A,OH58A,OH-58,BELL/MSOH58",B06,B06
,,,B06
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","P-39,P-39F,P39-Q6,P39",P39,P39
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","P63A6,P-63C,P-63C-5,P-63F",P63,P63
,,,B47J
,,,B06
,,,B412
,,,UH1
,,,B47G
,,,SUCO
,,,BSTP
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",TAH-1P,HUCO,HUCO
,,,UH1
,,,B407
,,,B407
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",TH-1F,UH1,UH1
,,,UH1
,,,UH1
,,,HUCO
,,,B47J
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",TH-13T,B47G,B47G
,,,B06
,,,B06
,,,B06
,,,B47G
,,,B212
,,,B06T
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","UH-1,UH-1P",UH1,UH1
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",UH-1B,UH1,UH1
,,,UH1
Dornier,UH-1D,UH1,UH1
,,,UH1
,,,UH1
"Western International Avia Inc,Precision Helicopters Llc","UH-1A,UH-1B,UH-1C,UH-1D,UH-1E,UH-1F,UH-1H,UH-1L,UH-1M,UH-1N,UH-1V,UH-1Y,UH-1H,HH-1H,HH-1K,UH-1H (205),UH-1H II",UH1,UH1
,,,UH1
,,,UH1
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",UH-1N,B212,B212
,,,UH1
,,,UH1Y
,,,B47G
,,,B47J
,,,B47J
,,,B47J
,,,B212
,,,B06
,,,XV15
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd","505,B505",B505,B505
,,,B505
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",525,B525,B525
,,,B525
,,,B412
,,,V280
,,,V280
,,,A139
"Bell,Bell Helicopter Textron Canada,Bell Helicopter Textron,Bell Helicopter Textron Inc,Bell Textron Canada Ltd",609,B609,B609
,,,V22
,,,V22
Bell-boeing,V22,V22,V22
,,,V22
,,,V22
"Bellanca,Bellanca Inc",7ACA,CH7A,CH7A
"Bellanca,Bellanca Inc",7ECA,CH7A,CH7A
"Bellanca,Bellanca Inc",7GCBC,CH7B,CH7B
"Bellanca,Bellanca Inc",7KCAB,CH7B,CH7B
"Bellanca,Bellanca Inc",8KCAB-180,BL8,BL8
,,,BL8
,,,B14C
,,,B14C
,,,B14C
"Bellanca,Bellanca Inc,Downer","14-19-3,14-19,14-19-2,14-19-3A,BELLANCA 14-19-3",B14A,B14A
"Bellanca,Bellanca Inc",14-13,B14A,B14A
"Bellanca,Bellanca Inc","14-12,14-12F-3,14-13-2,14-13-3,14-14,14-9,14-9L",B14A,B14A
,,,B14A
"Bellanca,Bellanca Inc","17-30A,17-31ATC,17-30,17-31A,BL17",BL17,BL17
"Bellanca,Bellanca Inc","17-31,17-31TC",BL17,BL17
,,,BL17
,,,BL17
,,,BL19
,,,T250
,,,B14C
,,,B14C
,,,B14C
,,,CH7A
,,,CH7A
,,,CH7B
,,,B14A
,,,B14A
,,,B14A
,,,BL8
,,,DW1
,,,DW1
,,,B14A
,,,BL8
,,,BL17
,,,T250
,,,BL17
,,,BL17
,,,BL17
"Bellanca,Bellanca Inc",CH300 PACEMAKER,PACE,PACE
"Bellanca,Bellanca Inc",CH400 SKYROCKET,PACE,PACE
,,,PACE
"Bellanca,Bellanca Inc","31-42 PACEMAKER,31-55A",PACE,PACE
,,,PACE
,,,PACE
"Bellanca,Bellanca Inc",CH,PACE,PACE
,,,PACE
Bellanca Aircraft Eng. Inc.,19-25 SKYROCKET II,BL19,BL19
,,,PA34
,,,PA34
,,,BER4
,,,A50
,,,BER4
,,,BER2
,,,BE12
,,,BE32
,,,BE32
,,,B103
,,,BER2
,,,A50
,,,B103
,,,SA20
,,,BE12
*,"BERKUT,BERKUT-HBX,ONEILBERKUT360,BERK-EZ RG",BKUT,BKUT
Best Off,SKYRANGER,SKRA,SKRA
,,,NNJA
,,,SWAT
,,,SWAT
,,,SWAT
,,,PETR
,,,BISC
,,,CP30
,,,CP30
,,,AS25
,,,AS25
,,,EB29
,,,EB29
,,,E29E
,,,ETA
,,,BU33
,,,BU33
,,,SWOR
,,,PRIM
,,,PRIM
,,,GABR
,,,GABR
,,,GABR
,,,BL11
,,,BL11
,,,EZFL
,,,EZHV
,,,EZKC
*,MERLIN GT-914,MAME,MAME
,,,EZFT
"Boeing Stearman/huff,Boeing/cains Richard G,Boeing/dekker,Boeing/humm Stanley,Boeing/johnson,Boeing/jonas Edwin A Jr,Boeing/mays,Boeing/mehrer,Boeing/mountain View Air Rep,Boeing/porter/epperson,Boeing/smith,Boeing/stenger,Boeing/stiles R,Boeing-brown","A75-N1,A75N1",ST75,ST75
,,,B701
,,,B703
,,,B712
,,,B712
,,,B720
,,,B721
,,,R721
,,,B722
,,,R722
,,,B732
,,,B732
,,,B733
,,,B734
,,,B735
,,,B736
"Boeing,Boeing Co,Boeing Company The",737-7,B737,B737
,,,B737
,,,E737
,,,B738
,,,B738
,,,B739
,,,B739
,,,B741
,,,B742
,,,B743
,,,BLCF
,,,B74S
,,,B74R
,,,B752
,,,B753
"Boeing,Boeing Co,Boeing Company The",767-2C,B762,B762
,,,B763
,,,B764
,,,B772
,,,B772
"Boeing,Boeing Co,Boeing Company The","777F,777-F28,777-FS2",B77L,B77L
,,,B773
"Boeing,Boeing Co,Boeing Company The",777-9,B77W,B77W
,,,B788
,,,B789
,,,H64
,,,HAR
"Boeing,Boeing Co,Boeing Company The",B-17G,B17,B17
,,,B29
,,,B77L
,,,C135
"Boeing,Boeing Co,Boeing Company The",R135,,R135
,,,B52
,,,B738
,,,B739
,,,B712
*,C-17,,C17
,,,B703
,,,B721
,,,B752
,,,B737
,,,B737
,,,C97
,,,K35R
,,,B703
*,"CH-47D,CH47D",H47,H47
,,,H47
,,,B737
,,,B732
,,,H500
,,,F18H
,,,F18H
,,,HAWK
,,,HAR
,,,H47
"Boeing,Boeing Co,Boeing Company The",E3TF,E3TF,E3TF
,,,B703
,,,ST75
,,,K35E
"Boeing,Boeing Co,Boeing Company The",K35R,K35R,K35R
,,,K35R
,,,B703
,,,B762
,,,KE3
,,,H500
,,,H64
,,,DC10
"Boeing,Boeing Co,Boeing Company The",MD-11F,MD11,MD11
,,,MD81
,,,MD82
,,,MD83
,,,MD87
,,,MD88
,,,MD90
,,,BLCF
,,,B788
,,,B789
,,,E3CF
"Boeing,Boeing Co,Boeing Company The",E3TF,E3TF,E3TF
,,,E3TF
,,,E3TF
,,,E3CF
,,,E3CF
*,E4,B742,B742
"Boeing,Boeing Co,Boeing Company The",E6,E6,E6
,,,B703
,,,E767
,,,F15
,,,B703
,,,B703
,,,EXPL
,,,F15
,,,F15
,,,B17
,,,C17
,,,H500
,,,H500
,,,H500
,,,MD52
,,,H500
,,,H500
,,,H500
,,,MD60
,,,EXPL
,,,E6
,,,H47
,,,ST75
,,,H500
,,,C135
,,,ST75
"Boeing/gardner,Boeing-cawley",PT-17,ST75,ST75
,,,ST75
,,,ST75
,,,F15
,,,R135
,,,E3CF
,,,E3TF
,,,B52
,,,C97
,,,K35R
,,,K35E
,,,R721
,,,R722
,,,B29
